x,y,z,year,month,day,body
2.599711783960321E+08,-1.527753199009917E+08,-1.926074828253115E+07,1984,6,03,8flora
2.606897158099107E+08,-1.510416481738103E+08,-1.939445702281193E+07,1984,6,04,8flora
2.613989205735355E+08,-1.493025167775494E+08,-1.952747155947778E+07,1984,6,05,8flora
2.620987439407786E+08,-1.475579745799585E+08,-1.965978538555980E+07,1984,6,06,8flora
2.627891373635016E+08,-1.458080709465496E+08,-1.979139199460927E+07,1984,6,07,8flora
2.634700524970427E+08,-1.440528557412719E+08,-1.992228488120038E+07,1984,6,08,8flora
2.641414412057464E+08,-1.422923793271231E+08,-2.005245754143909E+07,1984,6,09,8flora
2.648032555685380E+08,-1.405266925667014E+08,-2.018190347347856E+07,1984,6,10,8flora
2.654554478845394E+08,-1.387558468226950E+08,-2.031061617804102E+07,1984,6,11,8flora
2.660979706787289E+08,-1.369798939583078E+08,-2.043858915894616E+07,1984,6,12,8flora
2.667307767076411E+08,-1.351988863376203E+08,-2.056581592364551E+07,1984,6,13,8flora
2.673538189651084E+08,-1.334128768258854E+08,-2.069228998376375E+07,1984,6,14,8flora
2.679670506880439E+08,-1.316219187897575E+08,-2.081800485564589E+07,1984,6,15,8flora
2.685704253622625E+08,-1.298260660974536E+08,-2.094295406091116E+07,1984,6,16,8flora
2.691638967283427E+08,-1.280253731188457E+08,-2.106713112701309E+07,1984,6,17,8flora
2.697474187875257E+08,-1.262198947254831E+08,-2.119052958780566E+07,1984,6,18,8flora
2.703209458076521E+08,-1.244096862905435E+08,-2.131314298411605E+07,1984,6,19,8flora
2.708844323291367E+08,-1.225948036887123E+08,-2.143496486432346E+07,1984,6,20,8flora
2.714378331709784E+08,-1.207753032959892E+08,-2.155598878494422E+07,1984,6,21,8flora
2.719811034368051E+08,-1.189512419894185E+08,-2.167620831122276E+07,1984,6,22,8flora
2.725141985209536E+08,-1.171226771467466E+08,-2.179561701772919E+07,1984,6,23,8flora
2.730370741145831E+08,-1.152896666460009E+08,-2.191420848896248E+07,1984,6,24,8flora
2.735496862118207E+08,-1.134522688649924E+08,-2.203197631995996E+07,1984,6,25,8flora
2.740519911159382E+08,-1.116105426807389E+08,-2.214891411691272E+07,1984,6,26,8flora
2.745439454455613E+08,-1.097645474688087E+08,-2.226501549778689E+07,1984,6,27,8flora
2.750255061409066E+08,-1.079143431025835E+08,-2.238027409295081E+07,1984,6,28,8flora
2.754966304700477E+08,-1.060599899524394E+08,-2.249468354580804E+07,1984,6,29,8flora
2.759572760352096E+08,-1.042015488848455E+08,-2.260823751343612E+07,1984,6,30,8flora
2.764074007790895E+08,-1.023390812613772E+08,-2.272092966723092E+07,1984,7,01,8flora
2.768469629912024E+08,-1.004726489376459E+08,-2.283275369355680E+07,1984,7,02,8flora
2.772759213142519E+08,-9.860231426214203E+07,-2.294370329440203E+07,1984,7,03,8flora
2.776942347505239E+08,-9.672814007499118E+07,-2.305377218803996E+07,1984,7,04,8flora
2.781018626683019E+08,-9.485018970662275E+07,-2.316295410969549E+07,1984,7,05,8flora
2.784987648083041E+08,-9.296852697634876E+07,-2.327124281221673E+07,1984,7,06,8flora
2.788849012901401E+08,-9.108321619085315E+07,-2.337863206675212E+07,1984,7,07,8flora
2.792602326187845E+08,-8.919432214259127E+07,-2.348511566343253E+07,1984,7,08,8flora
2.796247196910701E+08,-8.730191010809566E+07,-2.359068741205841E+07,1984,7,09,8flora
2.799783238021951E+08,-8.540604584619075E+07,-2.369534114279214E+07,1984,7,10,8flora
2.803210066522449E+08,-8.350679559611350E+07,-2.379907070685497E+07,1984,7,11,8flora
2.806527303527286E+08,-8.160422607553938E+07,-2.390186997722890E+07,1984,7,12,8flora
2.809734574331253E+08,-7.969840447851345E+07,-2.400373284936316E+07,1984,7,13,8flora
2.812831508474421E+08,-7.778939847328517E+07,-2.410465324188533E+07,1984,7,14,8flora
2.815817739807805E+08,-7.587727620004615E+07,-2.420462509731688E+07,1984,7,15,8flora
2.818692906559104E+08,-7.396210626857038E+07,-2.430364238279305E+07,1984,7,16,8flora
2.821456651398495E+08,-7.204395775575574E+07,-2.440169909078702E+07,1984,7,17,8flora
2.824108621504486E+08,-7.012290020306650E+07,-2.449878923983810E+07,1984,7,18,8flora
2.826648468629776E+08,-6.819900361387554E+07,-2.459490687528403E+07,1984,7,19,8flora
2.829075849167151E+08,-6.627233845070608E+07,-2.469004606999705E+07,1984,7,20,8flora
2.831390424215360E+08,-6.434297563237190E+07,-2.478420092512384E+07,1984,7,21,8flora
2.833591859644977E+08,-6.241098653101560E+07,-2.487736557082888E+07,1984,7,22,8flora
2.835679826164234E+08,-6.047644296904400E+07,-2.496953416704152E+07,1984,7,23,8flora
2.837653999384792E+08,-5.853941721596047E+07,-2.506070090420615E+07,1984,7,24,8flora
2.839514059887450E+08,-5.659998198509324E+07,-2.515086000403578E+07,1984,7,25,8flora
2.841259693287758E+08,-5.465821043021934E+07,-2.524000572026852E+07,1984,7,26,8flora
2.842890590301542E+08,-5.271417614208348E+07,-2.532813233942702E+07,1984,7,27,8flora
2.844406446810287E+08,-5.076795314481172E+07,-2.541523418158072E+07,1984,7,28,8flora
2.845806963926399E+08,-4.881961589221892E+07,-2.550130560111056E+07,1984,7,29,8flora
2.847091848058300E+08,-4.686923926401007E+07,-2.558634098747624E+07,1984,7,30,8flora
2.848260810975344E+08,-4.491689856187485E+07,-2.567033476598572E+07,1984,7,31,8flora
2.849313569872547E+08,-4.296266950547490E+07,-2.575328139856687E+07,1984,8,01,8flora
2.850249847435100E+08,-4.100662822832391E+07,-2.583517538454103E+07,1984,8,02,8flora
2.851069371902645E+08,-3.904885127355967E+07,-2.591601126139828E+07,1984,8,03,8flora
2.851771877133306E+08,-3.708941558960835E+07,-2.599578360557445E+07,1984,8,04,8flora
2.852357102667450E+08,-3.512839852574040E+07,-2.607448703322949E+07,1984,8,05,8flora
2.852824793791149E+08,-3.316587782751797E+07,-2.615211620102702E+07,1984,8,06,8flora
2.853174701599344E+08,-3.120193163213380E+07,-2.622866580691504E+07,1984,8,07,8flora
2.853406583058670E+08,-2.923663846364141E+07,-2.630413059090752E+07,1984,8,08,8flora
2.853520201069931E+08,-2.727007722807631E+07,-2.637850533586650E+07,1984,8,09,8flora
2.853515324530220E+08,-2.530232720846862E+07,-2.645178486828496E+07,1984,8,10,8flora
2.853391728394624E+08,-2.333346805974656E+07,-2.652396405906974E+07,1984,8,11,8flora
2.853149193737544E+08,-2.136357980353128E+07,-2.659503782432475E+07,1984,8,12,8flora
2.852787507813562E+08,-1.939274282282294E+07,-2.666500112613393E+07,1984,8,13,8flora
2.852306464117876E+08,-1.742103785657805E+07,-2.673384897334402E+07,1984,8,14,8flora
